STATUS,UNIVERSITY NAME,FACULTY NAME,LEVEL TYPE,YEARS,BRANCH TYPE,CATEGORY NAME,SERIES NAME,SUB SERIES NAME,COLOR,PROD SUM PRICE,PROD TOTAL AMT,INSTALL NUM,INSTALL SUM FINAL,HP VAT SUM
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,วิศวกรรมศาสตร์​,ปริญญาตรี,3,1,Smart Phone,iPhone 13,128GB,Midnight,24500,25230,24,1506.53,36156.72
Wait Welcome Call,มหาวิทยาลัยพะเยา วิทยาเขตพะเยา,วิศวกรรมศาสตร์​,ปริญญาตรี,2,1,Smart Phone,iPhone 13,128GB,Pink,24500,28835,18,2092.85,37671.3
Wait Welcome Call,มหาวิทยาลัยราชภัฏเพชรบุรี ,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,2,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Purple,27900,31620,24,1971.88,47325.12
Wait Welcome Call,มหาวิทยาลัยราชภัฏเชียงราย,เทคโนโลยี,ปริญญาตรี,2,1,Smart Phone,iPhone 15,128GB,Black,32900,37420,24,1900.08,45601.92
Wait Welcome Call,มหาวิทยาลัยราชภัฏสุรินทร์,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,เทียบเท่าปริญญาตรี,4,3,Smart Phone,iPhone 11 (New Box) 64GB,64GB,Black,15800,16165,12,1346.55,16158.6
Wait Welcome Call,มหาวิทยาลัยราชภัฏสงขลา,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,2,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,15800,16345,18,1021.33,18383.94
Wait Welcome Call,มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,3,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Space Black,36690,37235,18,2322.6,41806.8
Wait Welcome Call,จุฬาลงกรณ์มหาวิทยาลัย,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,1,1,Tablet,iPad Pro 11-inch Wi-Fi 2022 (4th Gen),128GB,Space Gray,30800,36120,24,2252.01,54048.24
Wait Welcome Call,วิทยาลัยเทคนิคเลย,เทคโนโลยี,เทียบเท่าปริญญาตรี,2,2,Smart Phone,iPhone 14,128GB,Midnight,28500,29230,24,1823.1,43754.4
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตขอนแก่น,บริหารธุรกิจ,ปริญญาตรี,1,1,Smart Phone,iPhone 13,128GB,Midnight,24500,24865,12,1872.04,22464.48
Wait Welcome Call,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาเขตอีสาน,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,1,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Blue,21900,22445,18,1397.26,25150.68
Wait Welcome Call,มหาวิทยาลัยศรีนครินทรวิโรฒ ประสานมิตร,การสื่อสารดิจิทัล/มัลติมีเดีย/คอมพิวเตอร์กราฟฟิก/แฟชั่นและสิ่งทอ/เทคโนโลยีสารสนเทศ,ปริญญาตรี,1,2,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Pink,27900,28265,12,2822.26,33867.12
Wait Welcome Call,มหาวิทยาลัยราชพฤกษ์ ภูเก็ต,บริหารธุรกิจ,ปริญญาตรี,1,3,Smart Phone,iPhone 15 Plus,128GB,Pink,37900,38630,24,2408.25,57798
Wait Welcome Call,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,อุตสาหกรรม,ปริญญาตรี,1,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,27900,31435,18,2352.93,42352.74
Wait Welcome Call,มหาวิทยาลัยราชภัฏเพชรบุรี ,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,1,1,Smart Phone,iPhone 13,128GB,Starlight,24500,29020,24,1810.03,43440.72
Wait Welcome Call,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,4,2,Smart Phone,iPhone 14 Plus,128GB,Purple,32600,33330,24,2078.33,49879.92
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตพัทลุง,พยาบาล,ปริญญาตรี,1,2,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,15800,16165,12,1615.29,19383.48
Wait Welcome Call,มหาวิทยาลัยสงขลานครินทร์ วิทยาเขตปัตตานี,รัฐศาสตร์/การเมือง/การปกครอง,ปริญญาตรี,1,2,Smart Phone,iPhone 13,128GB,Pink,24500,25230,24,1574.1,37778.4
Wait Welcome Call,มหาวิทยาลัยราชภัฏอุดรธานี,บัณฑิตศึกษา,ปริญญาโท,2,1,Laptop,MacBook Air 13 : M2 chip 8C CPU/8C GPU/8GB - 2022,256GB,Starlight,36300,37030,24,2308.65,55407.6
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,บริหารธุรกิจ,ปริญญาตรี,4,1,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Space Black,39490,40220,24,1672.67,40144.08
Wait Welcome Call,วิทยาลัยพยาบาลบรมราชชนนี สงขลา,พยาบาล,ปริญญาตรี,2,3,Smart Phone,iPhone 14 Plus,128GB,Blue,32600,33330,24,2078.33,49879.92
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตขอนแก่น,โลจิสติกส์/การบิน,ปริญญาตรี,2,2,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Deep Purple,39490,40035,18,1998.25,35968.5
Wait Welcome Call,จุฬาลงกรณ์มหาวิทยาลัย,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,2,1,Smart Phone,iPhone 13,128GB,Green,24500,24865,12,1650.37,19804.44
Wait Welcome Call,มหาวิทยาลัยศรีนครินทรวิโรฒ องค์รักษ์,วิทยาศาสตร์การกีฬา/พลศึกษา,ปริญญาตรี,4,2,Smart Phone,iPhone 14,128GB,Blue,28500,28865,12,2758.71,33104.52
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา เขตพื้นที่ภาคพายัพเชียงใหม่,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Purple,21900,22445,18,1618.18,29127.24
Wait Welcome Call,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์ ,การจัดการ,ปริญญาตรี,2,2,Smart Phone,iPhone 13,128GB,Starlight,24500,24865,12,2069.73,24836.76
Wait Welcome Call,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย นครศรีธรรมราช,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,2,2,Smart Phone,iPhone 13,128GB,Pink,24500,24770,9,2008.33,18074.97
Wait Welcome Call,มหาวิทยาลัยศรีนครินทรวิโรฒ องค์รักษ์,เทคนิคการแพทย์/รังสีเทคนิค/สหเวช/จิตวิทยา/กายภาพบำบัด,ปริญญาตรี,3,3,Smart Phone,iPhone 13,128GB,Midnight,24500,25045,18,1834.13,33014.34
Wait Welcome Call,มหาวิทยาลัยมหาสารคาม,บัญชี,ปริญญาตรี,3,2,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,18100,18645,18,1164.6,20962.8
Wait Welcome Call,มหาวิทยาลัยศรีนครินทรวิโรฒ ประสานมิตร,บริหารธุรกิจ,ปริญญาตรี,2,3,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,27900,28630,24,1686.71,40481.04
Wait Welcome Call,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์ ,เกษตรศาสตร์/ประมง/สิ่งแวดล้อม/ทรัพยากร/วนศาสตร์,ปริญญาตรี,1,1,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Blue,27900,36210,24,2257.6,54182.4
Wait Welcome Call,มหาวิทยาลัยบูรพา บางแสน,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,4,2,Smart Phone,iPhone 15,128GB,Pink,32900,33445,18,2086.51,37557.18
Wait Welcome Call,มหาวิทยาลัยราชภัฏพระนครศรีอยุธยา,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,1,2,Smart Phone,iPhone 13,128GB,Green,24500,25230,24,1312.34,31496.16
Wait Welcome Call,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตศรีราชา ,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,2,2,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,12100,12645,18,790.85,14235.3
Wait Welcome Call,มหาวิทยาลัยวลัยลักษณ์ นครศรีธรรมราช,วิศวกรรมศาสตร์​,ปริญญาตรี,3,2,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,18100,18370,9,1855.85,16702.65
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,วิจิตรศิลป์/มัณฑนศิลป์/จิตรกรรม/สถาปัตยกรรม/โบราณคดี,ปริญญาตรี,4,1,Smart Phone,iPhone 15 Plus,128GB,Pink,37900,38445,18,2876.93,51784.74
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา เขตพื้นที่ภาคพายัพเชียงใหม่,บริหารธุรกิจ,ปริญญาตรี,1,1,Smart Phone,iPhone 13,128GB,Starlight,24500,24865,12,2093.7,25124.4
Wait Welcome Call,มหาวิทยาลัยราชภัฏเชียงราย,การสื่อสารดิจิทัล/มัลติมีเดีย/คอมพิวเตอร์กราฟฟิก/แฟชั่นและสิ่งทอ/เทคโนโลยีสารสนเทศ,ปริญญาตรี,1,1,Smart Phone,iPhone 14,128GB,Purple,28500,33020,24,1941.58,46597.92
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา เขตพื้นที่ภาคพายัพเชียงใหม่,วิจิตรศิลป์/มัณฑนศิลป์/จิตรกรรม/สถาปัตยกรรม/โบราณคดี,ปริญญาตรี,4,1,Smart Phone,iPhone 15,128GB,Blue,32900,33445,18,2503.18,45057.24
Wait Welcome Call,มหาวิทยาลัยวลัยลักษณ์ นครศรีธรรมราช,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,2,2,Smart Phone,iPhone 14,128GB,Blue,28500,29230,24,1803.95,43294.8
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,4,1,Smart Phone,iPhone 14,256GB,Purple,32500,33045,18,2061.6,37108.8
Wait Welcome Call,มหาวิทยาลัยสงขลานครินทร์ วิทยาเขตปัตตานี,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,2,Smart Phone,iPhone 13,128GB,Starlight,24500,25045,18,1252.75,22549.5
Wait Welcome Call,วิทยาลัยเทคนิคบุรีรัมย์,การบริการ/การท่องเที่ยว/การโรงแรม,เทียบเท่าปริญญาตรี,1,3,Smart Phone,iPhone 13,128GB,Blue,24500,24865,12,2069.73,24836.76
