STATUS,UNIVERSITY NAME,FACULTY NAME,LEVEL TYPE,YEARS,BRANCH TYPE,CATEGORY NAME,SERIES NAME,SUB SERIES NAME,COLOR,PROD SUM PRICE,PROD TOTAL AMT,INSTALL NUM,INSTALL SUM FINAL,HP VAT SUM
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Laptop,MacBook Air 13: M1 chip 8C CPU/7C GPU/8GB/256GB - 2020,256GB,Space Grey,28800,29530,24,1673.36,40160.64
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,29160,9,3373.65,30362.85
Wait Welcome Call,มหาวิทยาลัยราชภัฏภูเก็ต,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 13,128GB,Green,26500,31020,24,1668,40032
Wait Welcome Call,วิทยาลัยเทคนิคเพชรบูรณ์,ช่าง,เทียบเท่าปริญญาตรี,2,2.0,Smart Phone,Galaxy A54 (5G),128GB,Black,13999,14544,18,878.71,15816.78
Wait Welcome Call,มหาวิทยาลัยธนบุรี,บัญชี,ปริญญาตรี,1,2.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,10300,10570,9,1030.36,9273.24
Wait Welcome Call,มหาวิทยาลัยราชภัฏบุรีรัมย์,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,1,2.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,29620,24,1641.34,39392.16
Wait Welcome Call,มหาวิทยาลัยเวสเทิร์น วิทยาเขตบุรีรัมย์,พยาบาล,ปริญญาตรี,2,3.0,Smart Phone,iPhone 13,128GB,Midnight,26500,27230,24,1482,35568
Wait Welcome Call,มหาวิทยาลัยราชภัฏอุดรธานี,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,2,3.0,Smart Phone,iPhone 13,128GB,Starlight,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยรังสิต,บริหารธุรกิจ,ปริญญาตรี,2,1.0,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Deep Purple,40690,41420,24,2209.07,53017.68
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ วิทยาเขตศาลายา,บริหารธุรกิจ,ปริญญาตรี,1,3.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,18500,19045,18,1150.64,20711.52
Wait Welcome Call,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตบางเขน,เกษตรศาสตร์/ประมง/สิ่งแวดล้อม/ทรัพยากร/วนศาสตร์,ปริญญาตรี,3,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Silver,10300,11030,24,625.03,15000.72
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตสงขลา,วิศวกรรมศาสตร์​,ปริญญาตรี,2,3.0,Smart Phone,iPhone 13,128GB,Blue,26500,27230,24,1361.5,32676
Wait Welcome Call,มหาวิทยาลัยเกษมบัณฑิต วิทยาเขตร่มเกล้า,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,2,2.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,Black,16200,16930,24,959.36,23024.64
Wait Welcome Call,มหาวิทยาลัยมหาสารคาม,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,3,3.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,10300,10665,12,866.53,10398.36
Wait Welcome Call,วิทยาลัยเทคนิคทุ่งสง,ช่าง,เทียบเท่าปริญญาตรี,2,3.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,Black,16200,16930,24,846.5,20316
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,1.0,Tablet,iPad 10.2-inch Wi-Fi + Cellular (9th Gen),64GB,Space Gray,15800,19830,24,1122,26928
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Blue,25300,32610,24,1847.9,44349.6
Wait Welcome Call,มหาวิทยาลัยเชียงใหม่,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Space Gray,19300,23255,12,1889.47,22673.64
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ ศูนย์หันตรา,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,4,3.0,Smart Phone,iPhone 14 Plus,128GB,Purple,34500,35045,18,2399.61,43192.98
Wait Welcome Call,มหาวิทยาลัยพะเยา วิทยาเขตพะเยา,สาธารณสุข/เวชศาสตร์เขตร้อน,ปริญญาตรี,1,2.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,16200,16565,12,1525.36,18304.32
Wait Welcome Call,มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต,บัญชี,ปริญญาตรี,2,2.0,Smart Phone,iPhone 14,128GB,Purple,29500,34020,24,1927.8,46267.2
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ ระยอง,บริหารธุรกิจ,ปริญญาตรี,1,3.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Purple,25300,29620,24,1481,35544
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีสุรนารี,เทคโนโลยี,ปริญญาตรี,1,2.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,18500,18865,12,1737.16,20845.92
Wait Welcome Call,มหาวิทยาลัยคริสเตียน นครปฐม,พยาบาล,ปริญญาตรี,4,2.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Pink,25300,32610,24,1847.9,44349.6
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตขอนแก่น,บริหารธุรกิจ,ปริญญาตรี,2,2.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Blue,19300,20030,24,1013.66,24327.84
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,การจัดการ,ปริญญาตรี,1,1.0,Smart Phone,iPhone 13,128GB,Midnight,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตขอนแก่น,วิศวกรรมศาสตร์​,ปริญญาตรี,2,1.0,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),256GB,Silver,22700,23430,24,1322,31728
Wait Welcome Call,มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,4,1.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,16200,16930,24,959.36,23024.64
Wait Welcome Call,มหาวิทยาลัยราชภัฏเพชรบุรี ,การจัดการ,ปริญญาตรี,4,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Starlight,19300,26610,24,1507.9,36189.6
Wait Welcome Call,มหาวิทยาลัยราชภัฏนครปฐม,วิทยาศาสตร์และเทคโนโลยี/วิทยาการคอม,ปริญญาตรี,3,3.0,Smart Phone,iPhone 14 Plus,128GB,Purple,34500,35230,24,1761.5,42276
Wait Welcome Call,มหาวิทยาลัยราชภัฏภูเก็ต,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 13,128GB,Midnight,26500,27045,18,1695.29,30515.22
Wait Welcome Call,มหาวิทยาลัยราชภัฏเลย,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,2,3.0,Smart Phone,iPhone 13,128GB,Midnight,26500,27045,18,1633.96,29411.28
Wait Welcome Call,มหาวิทยาลัยนเรศวร,เกษตรศาสตร์/ประมง/สิ่งแวดล้อม/ทรัพยากร/วนศาสตร์,ปริญญาตรี,1,2.0,Smart Phone,iPhone 13,128GB,Starlight,26500,26865,12,2473.82,29685.84
Wait Welcome Call,มหาวิทยาลัยราชภัฏบุรีรัมย์,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,3.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Blue,19300,19845,18,1099.18,19785.24
Wait Welcome Call,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,อุตสาหกรรม,ปริญญาตรี,1,2.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Space Gray,19300,26610,24,1507.9,36189.6
Wait Welcome Call,มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ วิทยาเขตบางพลี,สาธารณสุข/เวชศาสตร์เขตร้อน,ปริญญาตรี,2,3.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,256GB,Deep Purple,47690,48420,24,2333.34,56000.16
Wait Welcome Call,มหาวิทยาลัยราชภัฏเชียงใหม่,การจัดการ,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,32610,24,1840.67,44176.08
Wait Welcome Call,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,พยาบาล,ปริญญาตรี,3,2.0,Laptop,MacBook Air 13: M1 chip 8C CPU/7C GPU/8GB/256GB - 2020,256GB,Silver,28800,29530,24,1673.36,40160.64
Wait Welcome Call,มหาวิทยาลัยราชภัฏภูเก็ต,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Deep Purple,40690,41420,24,2209.07,53017.68
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตสงขลา,บริหารธุรกิจ,ปริญญาตรี,1,3.0,Smart Phone,iPhone 13,128GB,Pink,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยวงษ์ชวลิตกุล,สาธารณสุข/เวชศาสตร์เขตร้อน,ปริญญาตรี,1,2.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Deep Purple,43690,44420,24,2333.34,56000.16
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ กรุงเทพมหานคร,เทคโนโลยี,ปริญญาตรี,1,2.0,Smart Phone,iPhone 13,128GB,Midnight,26500,26865,12,2473.82,29685.84
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,นิติศาสตร์​,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,29435,18,1778.36,32010.48
Wait Welcome Call,วิทยาลัยเทคนิคอุบลราชธานี,ช่าง,เทียบเท่าปริญญาตรี,2,2.0,Smart Phone,iPhone 13,128GB,Green,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,บริหารธุรกิจ,ปริญญาตรี,3,2.0,Smart Phone,iPhone 13,128GB,Starlight,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,นิติศาสตร์​,ปริญญาตรี,4,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Silver,10300,13870,9,1415.9,12743.1
Wait Welcome Call,มหาวิทยาลัยราชภัฏสวนสุนันทา,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,2.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Blue,19300,20030,24,1002,24048
Wait Welcome Call,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตสุโขทัย,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,1,2.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,16200,16745,18,1146.57,20638.26
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,พยาบาล,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,29435,18,2015.48,36278.64
Wait Welcome Call,มหาวิทยาลัยราชภัฏอุดรธานี,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,4,1.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,18500,19230,24,1089.7,26152.8
Wait Welcome Call,มหาวิทยาลัยเชียงใหม่,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Smart Phone,iPhone 13,128GB,Midnight,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา เขตพื้นที่ภาคพายัพเชียงใหม่,บริหารธุรกิจ,ปริญญาตรี,4,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Space Gray,19300,26245,12,2409.88,28918.56
Wait Welcome Call,มหาวิทยาลัยราชภัฏภูเก็ต,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Space Black,40690,41235,18,2491.28,44843.04
Wait Welcome Call,มหาวิทยาลัยนอร์ทกรุงเทพ วิทยาเขตรังสิต,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,32610,24,1847.9,44349.6
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีสุรนารี,วิศวกรรมศาสตร์​,ปริญญาตรี,1,2.0,Smart Phone,iPhone 14,128GB,Midnight,29500,30230,24,1713.04,41112.96
Wait Welcome Call,มหาวิทยาลัยเชียงใหม่,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Blue,25300,26030,24,1475.04,35400.96
Wait Welcome Call,วิทยาลัยเทคโนโลยีพณิชยการอยุธยา,บริหารธุรกิจ,เทียบเท่าปริญญาตรี,1,3.0,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),64GB,Pink,16700,17065,12,1386.53,16638.36
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,เศรษฐศาสตร์,ปริญญาตรี,1,2.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,16200,16745,18,1146.57,20638.26
Wait Welcome Call,มหาวิทยาลัยราชภัฏสุราษฎ์ธานี,นิติศาสตร์​,ปริญญาตรี,2,3.0,Smart Phone,iPhone 13,128GB,Blue,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),64GB,Silver,16700,19655,12,1596.96,19163.52
Wait Welcome Call,มหาวิทยาลัยราชภัฏอุดรธานี,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,4,1.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,18500,19230,24,1089.7,26152.8
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ ศูนย์นนทบุรี,วิศวกรรมศาสตร์​,ปริญญาตรี,2,3.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Starlight,19300,23620,24,1338.46,32123.04
Wait Welcome Call,มหาวิทยาลัยราชภัฏพระนคร,บัณฑิตศึกษา,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,32610,24,1847.9,44349.6
Wait Welcome Call,วิทยาลัยการอาชีพหนองคาย,โลจิสติกส์/การบิน,เทียบเท่าปริญญาตรี,2,3.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,10300,10845,18,655.21,11793.78
Wait Welcome Call,มหาวิทยาลัยราชภัฏสวนสุนันทา,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,3,1.0,Smart Phone,iPhone 13,128GB,Starlight,26500,27230,24,1348.67,32368.08
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,บริหารธุรกิจ,ปริญญาตรี,1,2.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Silver,10300,11030,24,625.03,15000.72
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,2,1.0,Smart Phone,iPhone 14,128GB,Blue,29500,29865,12,1610.37,19324.44
Wait Welcome Call,วิทยาลัยการสาธารณสุขสิรินธร จังหวัดอุบลราชธานี,สาธารณสุข/เวชศาสตร์เขตร้อน,ปริญญาตรี,2,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,32610,24,1847.9,44349.6
Wait Welcome Call,มหาวิทยาลัยราชพฤกษ์,บริหารธุรกิจ,ปริญญาตรี,3,3.0,Tablet,iPad Air 10.9-inch Wi-Fi + Cellular (5th Gen),256GB,Blue,31300,32030,24,1702,40848
Wait Welcome Call,มหาวิทยาลัยราชธานี,วิศวกรรมศาสตร์​,ปริญญาตรี,4,1.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,18500,19230,24,1089.7,26152.8
Wait Welcome Call,มหาวิทยาลัยเชียงใหม่,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,29620,24,1678.47,40283.28
Wait Welcome Call,มหาวิทยาลัยราชภัฏนครศรีธรรมราช,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Silver,40690,41420,24,1994.66,47871.84
Wait Welcome Call,มหาวิทยาลัยศิลปากร วิทยาเขตพระราชวังสนามจันทร์,วิศวกรรมศาสตร์​,ปริญญาตรี,1,3.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Blue,19300,19845,18,1358.84,24459.12
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Pink,25300,29620,24,1678.47,40283.28
Wait Welcome Call,มหาวิทยาลัยเชียงใหม่,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Blue,19300,23435,18,1604.65,28883.7
Wait Welcome Call,มหาวิทยาลัยศิลปากร วิทยาเขตพระราชวังสนามจันทร์,วิทยาศาสตร์และเทคโนโลยี/วิทยาการคอม,ปริญญาตรี,3,3.0,Smart Phone,iPhone 13,256GB,Midnight,30500,31230,24,1769.71,42473.04
Wait Welcome Call,มหาวิทยาลัยราชภัฏสงขลา,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,4,3.0,Smart Phone,iPhone 13,128GB,Green,26500,27045,18,1534.18,27615.24
Wait Welcome Call,มหาวิทยาลัยราชภัฏรำไพพรรณี,การจัดการ,ปริญญาตรี,2,3.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),256GB,Space Gray,16300,20330,24,1152.04,27648.96
Wait Welcome Call,มหาวิทยาลัยนอร์ทกรุงเทพ,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 13,128GB,Midnight,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยสวนดุสิต ลำปาง,คหกรรม,ปริญญาตรี,2,3.0,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Space Black,40690,41235,18,1710.6,30790.8
Wait Welcome Call,มหาวิทยาลัยเชียงใหม่,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Pink,25300,25570,9,2119.25,19073.25
Wait Welcome Call,มหาวิทยาลัยราชภัฏเชียงราย,การจัดการ,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Space Gray,19300,23255,12,1652.63,19831.56
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,1.0,Smart Phone,iPhone 13,128GB,Pink,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยราชภัฏสุราษฎ์ธานี,นิติศาสตร์​,ปริญญาตรี,4,2.0,Smart Phone,iPhone 14,128GB,Blue,29500,30230,24,1348.67,32368.08
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตสงขลา,วิจิตรศิลป์/มัณฑนศิลป์/จิตรกรรม/สถาปัตยกรรม/โบราณคดี,ปริญญาตรี,3,3.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,18500,18865,12,1502.04,18024.48
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,นิติศาสตร์​,ปริญญาตรี,1,1.0,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),64GB,Silver,16700,20730,24,1174.7,28192.8
Wait Welcome Call,วิทยาลัยเทคนิคศรีสะเกษ,อุตสาหกรรม,เทียบเท่าปริญญาตรี,2,3.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,18500,18865,12,1285.37,15424.44
Wait Welcome Call,สถาบันการจัดการปัญญาภิวัฒน์ ชลบุรี,บริหารธุรกิจ,ปริญญาตรี,1,2.0,Smart Phone,iPhone 14,128GB,Purple,29500,30230,24,1511.5,36276
Wait Welcome Call,มหาวิทยาลัยมหิดล นครปฐม,แพทย์/ทันตแพทย์/สัตวแพทย์,ปริญญาตรี,2,3.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,29620,24,1678.47,40283.28
Wait Welcome Call,มหาวิทยาลัยราชภัฏนครปฐม,การจัดการ,ปริญญาตรี,2,3.0,Smart Phone,iPhone 14,128GB,Starlight,29500,30230,24,1511.5,36276
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,นิติศาสตร์​,ปริญญาตรี,4,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Purple,19300,22560,9,2610.06,23490.54
Wait Welcome Call,มหาวิทยาลัยแม่ฟ้าหลวง เชียงราย,การจัดการ,ปริญญาตรี,1,3.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Blue,25300,26030,24,1301.49,31235.76
Wait Welcome Call,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,บริหารธุรกิจ,ปริญญาตรี,4,1.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,18500,18865,12,1737.16,20845.92
Wait Welcome Call,มหาวิทยาลัยราชภัฏสุรินทร์,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,4,3.0,Smart Phone,iPhone 13,128GB,Starlight,26500,26865,12,2152.04,25824.48
Wait Welcome Call,มหาวิทยาลัยราชภัฏศรีสะเกษ,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,16200,16745,18,1011.67,18210.06
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,เกษตรศาสตร์/ประมง/สิ่งแวดล้อม/ทรัพยากร/วนศาสตร์,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Purple,25300,32610,24,1840.67,44176.08
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,เกษตรศาสตร์/ประมง/สิ่งแวดล้อม/ทรัพยากร/วนศาสตร์,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Purple,19300,19665,12,1697.04,20364.48
Wait Welcome Call,มหาวิทยาลัยพายัพ เขตแม่คาว,นิติศาสตร์​,ปริญญาตรี,4,1.0,Smart Phone,iPhone 14,128GB,Blue,29500,30045,18,1211.96,21815.28
Wait Welcome Call,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตบางเขน,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Starlight,25300,29620,24,1678.47,40283.28
Wait Welcome Call,มหาวิทยาลัยสวนดุสิต,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,2,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Starlight,25300,29620,24,1678.47,40283.28
Wait Welcome Call,มหาวิทยาลัยเฉลิมกาญจนา ศรีสะเกษ,พยาบาล,ปริญญาตรี,2,2.0,Smart Phone,iPhone 13,128GB,Starlight,26500,27230,24,1543.04,37032.96
Wait Welcome Call,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี วิทยาเขตบางมด,วิศวกรรมศาสตร์​,ปริญญาตรี,2,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Purple,19300,23160,9,1791.22,16120.98
Wait Welcome Call,มหาวิทยาลัยอุบลราชธานี,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,4,1.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,18500,19230,24,1089.7,26152.8
Wait Welcome Call,มหาวิทยาลัยสงขลานครินทร์ วิทยาเขตปัตตานี,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,2.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Pink,27900,28630,24,1622.37,38936.88
Wait Welcome Call,มหาวิทยาลัยรังสิต,บริหารธุรกิจ,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,25300,29620,24,1678.47,40283.28
Wait Welcome Call,วิทยาลัยเทคนิคหาดใหญ่,อุตสาหกรรม,เทียบเท่าปริญญาตรี,2,2.0,Smart Phone,iPhone 13,128GB,Starlight,26500,27230,24,1361.5,32676
Wait Welcome Call,มหาวิทยาลัยเชียงใหม่,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),64GB,Blue,16700,17065,12,1469.54,17634.48
Wait Welcome Call,มหาวิทยาลัยราชภัฏสวนสุนันทา,อุตสาหกรรม,ปริญญาตรี,2,2.0,Laptop,MacBook Air 13: M1 chip 8C CPU/7C GPU/8GB/256GB - 2020,256GB,Space Grey,28800,29530,24,1673.36,40160.64
